DonorID,FirstName,LastName,Email,Phone,City,State,ZipCode,LastDonationDate,TotalGifts,TotalAmountDonated,EventParticipation,EngagementScore,Year,Month,Segment
D04620,Jessica,Jones,robertkim@carter.com,001-964-533-7159x743,Smithport,OK,21691,2025-02-21,26,7194.57,No,32,2025,2,Medium Value
D04621,Jennifer,Shelton,anthony93@yahoo.com,343.411.8251,Carriebury,CT,63574,2023-06-21,16,23505.6,Yes,44,2023,6,High Value
D04622,Laura,Castaneda,stanleyanthony@ball.com,864-022-9483x022,North Kristen,IA,64529,2022-04-27,1,19056.55,No,55,2022,4,High Value
D04623,Gerald,Wheeler,oramos@gmail.com,4872874394,Lake Jeffrey,IL,52790,2023-01-15,17,24313.41,Yes,80,2023,1,High Value
D04624,Margaret,Montes,cbrown@terry.info,586.213.1841,Daniellehaven,WY,17398,2022-08-15,6,958.15,No,5,2022,8,Low Value
D04625,Hannah,Aguilar,christophertapia@yahoo.com,001-807-178-0988x659,Longmouth,SC,68809,2023-08-01,2,7142.63,Yes,46,2023,8,Medium Value
D04626,Barbara,Freeman,phamyolanda@gmail.com,541.732.3425x13861,Smithmouth,MS,23538,2023-12-25,17,4901.66,No,76,2023,12,Low Value
D04627,Rebecca,Wright,thorntonisabel@lewis-lewis.org,556.517.3942x620,Lake Holly,MS,47432,2023-02-06,6,298.64,No,45,2023,2,Low Value
D04628,Caitlin,Rodriguez,millernicole@gmail.com,+1-619-434-8520x5847,New Amyland,HI,37308,2025-01-09,14,6073.3,No,21,2025,1,Low Value
D04629,Kevin,Fuentes,ariel62@wilcox.org,001-085-412-4478x8430,New Samuel,NY,78530,2024-09-07,18,16975.82,No,78,2024,9,High Value
D04630,Jessica,Bradley,stacybyrd@smith-smith.com,5073535324,Port Stacy,ID,61079,2023-11-21,6,5792.6,Yes,22,2023,11,Low Value
D04631,Barbara,Mooney,scook@simmons.com,492-957-9786x1286,Petersonfort,OK,80726,2024-01-19,10,12734.91,No,30,2024,1,Medium Value
D04632,Christian,Conley,john80@poole-miller.net,342225624,Gordonhaven,UT,15351,2022-06-14,24,22197.7,Yes,23,2022,6,High Value
D04633,Brian,Fox,fryematthew@shannon.com,(775)166-6303x1721,Lake Elizabeth,NJ,58418,2024-10-03,18,17350.07,No,5,2024,10,High Value
D04634,Kelli,Jackson,armstrongmark@russell.biz,624-421-6961,Port Seth,LA,15166,2023-01-31,27,9877.83,Yes,63,2023,1,Medium Value
D04635,Michael,Thomas,laura77@kim.net,+1-760-004-0839x36666,Bradyland,OH,92095,2024-12-02,9,9324.27,No,93,2024,12,Medium Value
D04636,Lisa,Davis,ehernandez@yahoo.com,(260)895-5883x7103,New Georgeland,OH,94243,2024-01-24,8,11404.28,No,59,2024,1,Medium Value
D04637,Robert,Torres,gary46@sherman-hughes.com,584-537-7973x41740,Lake Matthewfort,SD,6237,2023-02-01,28,4442.5,No,94,2023,2,Low Value
D04638,Mindy,Fitzgerald,deleonkathleen@yahoo.com,715-929-1213x588,West Lynnbury,IA,91616,2022-09-20,10,15857.34,Yes,82,2022,9,High Value
D04639,Molly,Chavez,rodgerserik@yahoo.com,043.208.0468x9900,West Margaret,GA,84831,2024-04-07,17,9116.54,No,52,2024,4,Medium Value
D04640,Jeremy,Navarro,evansangela@reyes.net,001-886-567-3345,Jeffreyview,DC,55235,2024-11-18,23,21312.09,No,65,2024,11,High Value
D04641,Denise,Fritz,bradleyemily@gomez-henry.net,001-840-717-5247,Pattonland,ND,33320,2023-07-14,29,18918.69,No,39,2023,7,High Value
D04642,Carrie,Scott,jvasquez@jefferson-nguyen.com,001-693-895-0200x5295,Garzaton,AZ,45491,2022-12-02,26,15270.62,No,81,2022,12,High Value
D04643,Alexander,Tucker,jessica14@yahoo.com,(426)245-8613x4761,West Johntown,CT,10752,2023-08-05,6,9117.77,No,3,2023,8,Medium Value
D04644,Kimberly,Diaz,katie67@smith.com,400-128-8014x34182,West Donald,MD,95393,2022-05-21,14,5264.1,No,42,2022,5,Low Value
D04645,Patrick,Smith,lori37@hunt.com,538-806-7722x4339,West Michaelshire,NJ,86177,2024-02-22,22,19408.27,Yes,71,2024,2,High Value
D04646,Kevin,Gomez,natalie70@yahoo.com,6954223101,Stephenport,UT,25717,2022-08-15,22,12170.5,No,27,2022,8,Medium Value
D04647,Blake,Mckinney,bryan98@phillips.info,(512)833-7079,South Sheilafurt,GA,2478,2022-10-13,6,5634.26,Yes,28,2022,10,Low Value
D04648,Amber,Vance,gonzalesalex@yahoo.com,302242793,South Edwardshire,ND,39464,2024-10-15,26,4895.46,No,54,2024,10,Low Value
D04649,Edward,Hampton,jeffrey59@moore-frederick.org,663-241-8081,Larsenland,MT,63869,2024-11-29,7,4151.71,No,95,2024,11,Low Value
D04650,Wayne,Vincent,gjenkins@hotmail.com,001-478-415-2358x82803,Bassview,CA,86998,2023-02-03,12,19433.49,No,15,2023,2,High Value
D04651,Jeffrey,Barrera,john71@johnson-hogan.biz,243-870-1769,Ritaview,SC,63884,2025-02-05,3,5740.1,No,53,2025,2,Low Value
D04652,Brent,Larson,wattsmonica@todd-rodriguez.net,140.278.4919,New Kari,NC,2026,2023-11-04,14,13175.52,No,72,2023,11,Medium Value
D04653,Jessica,Rodriguez,nolanrita@wright.com,(933)729-7459,Justinmouth,IA,57844,2025-01-07,22,11299.63,No,70,2025,1,Medium Value
D04654,Philip,Jennings,ogarcia@yahoo.com,550.629.4204,Taylorbury,IL,57682,2024-01-27,19,14498.68,No,92,2024,1,Medium Value
D04655,Sean,Chandler,blloyd@yahoo.com,+1-763-301-1205x1449,West Joseph,NH,55204,2024-12-08,23,21931.33,No,4,2024,12,High Value
D04656,Brooke,Smith,haileymunoz@gmail.com,427.788.5710x12739,Susanberg,AZ,22113,2024-04-08,16,21696.33,Yes,94,2024,4,High Value
D04657,William,Irwin,kevinlin@harris-sampson.org,864.516.7885x0518,New Anthony,SC,44766,2023-01-06,7,11287.88,Yes,17,2023,1,Medium Value
D04658,Jeffrey,Chase,coxshaun@mcgee.info,9701315080,Port Amy,MD,68495,2022-10-07,8,403.85,Yes,34,2022,10,Low Value
D04659,Keith,Hopkins,robertopoole@glover-brown.net,(272)974-1278x22234,Ericfort,UT,32132,2024-04-11,18,10672.57,No,6,2024,4,Medium Value
D04660,Phillip,Thomas,gloriawilliams@silva.info,(322)309-7012,South Rachel,UT,31471,2022-08-03,25,15162.71,No,36,2022,8,High Value
D04661,David,Jimenez,davisemily@gmail.com,(821)334-2374x3622,New Kelly,KS,86938,2023-06-19,13,13952.96,Yes,99,2023,6,Medium Value
D04662,Christopher,Sanchez,dsalinas@hotmail.com,982.700.6629,Jonesport,WV,77916,2023-10-20,21,16290.38,No,39,2023,10,High Value
D04663,Ashley,Figueroa,adavis@fernandez.com,397-242-2793x462,East Rebeccaborough,FL,87050,2025-02-04,9,3868.81,No,80,2025,2,Low Value
D04664,Brandon,Mcpherson,kgolden@williams.info,+1-907-522-7758x88714,Cherylside,KS,27599,2024-08-30,10,16170.45,No,66,2024,8,High Value
D04665,Raymond,Howard,rachelho@bell.com,653.934.7970,Lake Catherine,DC,5781,2022-05-09,21,4582.64,No,8,2022,5,Low Value
D04666,Christopher,Garner,wnolan@gmail.com,288.404.4656,Howardstad,GA,33020,2022-09-22,23,18768.09,Yes,15,2022,9,High Value
D04667,Warren,Lee,khernandez@yahoo.com,948-367-9208x94561,Stevenhaven,GA,58285,2022-07-21,27,8490.41,Yes,63,2022,7,Medium Value
D04668,Kim,Blevins,vbradshaw@gmail.com,001-210-757-9188x266,Lorifurt,MT,91193,2023-05-16,9,17753.19,Yes,91,2023,5,High Value
D04669,David,Fowler,andersonmichael@yahoo.com,+1-170-136-3530x04652,North Rhonda,WA,48098,2024-10-14,15,1215.68,Yes,80,2024,10,Low Value
D04670,Dennis,Sheppard,sarapacheco@hotmail.com,(978)280-7535,West Anna,RI,29129,2022-12-23,20,10208.34,Yes,65,2022,12,Medium Value
D04671,Anita,Wiley,markhill@trujillo.biz,001-948-271-6821x33851,West Russell,SD,47703,2023-05-12,2,17631.76,No,59,2023,5,High Value
D04672,Tony,Shelton,salazarangie@yahoo.com,(631)849-8341x3457,Carterside,ME,45714,2024-04-19,25,5687.23,Yes,10,2024,4,Low Value
D04673,Denise,Nolan,ipruitt@fields.com,8177534337,Christopherborough,AL,18116,2024-01-02,13,19886.27,Yes,7,2024,1,High Value
D04674,James,Cole,bowmansamuel@fernandez-robertson.com,799-455-3095x2761,North Erika,FL,43490,2024-08-17,2,15776.88,Yes,74,2024,8,High Value
D04675,Christina,Mullen,avilajoshua@perez.biz,+1-380-056-3474x38288,South Jennifer,TN,44366,2023-03-08,19,14697.29,No,76,2023,3,Medium Value
D04676,Jill,Rose,yclay@cunningham-sweeney.com,(599)785-4555,Smithmouth,CO,58574,2022-04-13,26,8851.65,No,81,2022,4,Medium Value
D04677,John,Baker,cindy04@yahoo.com,4158790480,Lopezmouth,SD,45576,2024-09-18,2,12071.64,No,12,2024,9,Medium Value
D04678,Charles,Shelton,reidstacey@hotmail.com,(067)924-4939x2318,Ronnieborough,MT,2599,2024-03-06,3,14941.79,Yes,79,2024,3,Medium Value
D04679,Kimberly,Barron,bakeralexis@pena-ray.com,(059)046-8408,South Christopherton,ND,78600,2024-11-05,6,11822.1,No,46,2024,11,Medium Value
D04680,Marcus,Myers,hbaker@gmail.com,001-940-943-4747x979,Alishaville,AR,33005,2022-05-03,3,17463.87,Yes,32,2022,5,High Value
D04681,Sandra,Butler,florescrystal@prince.org,826.862.4583x1409,East Todd,NH,52725,2022-05-12,10,10853.75,Yes,32,2022,5,Medium Value
D04682,Christopher,Mcknight,emurphy@gmail.com,714-727-0393,Adamstown,VA,81480,2024-03-26,24,5072.78,No,90,2024,3,Low Value
D04683,Emily,Parker,hector40@moore-martin.com,001-549-835-3362,North Johnville,SC,96043,2023-03-03,27,5364.07,No,78,2023,3,Low Value
D04684,Rodney,Williams,umartin@white.com,(967)750-6379,East Tammytown,SC,19004,2024-08-17,6,164.98,No,90,2024,8,Low Value
D04685,Michael,Meyer,floresmitchell@gmail.com,255.490.4184,Lake Sonyaside,WI,50617,2025-03-14,23,7537.92,No,61,2025,3,Medium Value
D04686,Malik,Cooper,markking@davis.net,(862)391-3967x743,South Jessica,AZ,91933,2022-12-23,16,18727.96,No,69,2022,12,High Value
D04687,Brittney,Salazar,alexander51@gmail.com,146-717-0164x527,Johnsonfurt,IL,82162,2024-06-07,17,19858.18,Yes,61,2024,6,High Value
D04688,Andrew,Hamilton,christopher05@davis.com,529.013.3436,West Dawn,VA,89425,2024-10-05,19,5077.64,No,46,2024,10,Low Value
D04689,Kevin,Gibson,crystal04@hotmail.com,001-464-594-4500,Fischermouth,SC,36158,2024-03-29,3,23976.92,Yes,68,2024,3,High Value
D04690,Vanessa,Donaldson,riverabeverly@gmail.com,017-767-5200x3499,Edwardsville,AR,1765,2024-10-05,18,12570.02,No,92,2024,10,Medium Value
D04691,Christina,Sparks,thomasgraves@mueller.net,001-411-529-9264x4084,New Ronald,HI,72308,2025-01-23,7,22926.13,Yes,55,2025,1,High Value
D04692,Veronica,Roberts,dperez@hotmail.com,086-724-0305,Pollardfort,RI,98456,2022-11-25,9,17675.0,No,1,2022,11,High Value
D04693,Scott,Montes,bradleyedward@thompson-harris.com,001-465-878-7476x851,Port Kimberly,KS,72573,2022-12-24,20,18066.39,No,77,2022,12,High Value
D04694,Dustin,Porter,richardsonjames@gmail.com,001-329-863-2731,Amychester,TX,14110,2024-02-05,12,2144.39,No,67,2024,2,Low Value
D04695,Brady,Jennings,hernandezmaria@gmail.com,298-298-8380,Brandonmouth,GA,20878,2025-02-16,5,5515.38,Yes,49,2025,2,Low Value
D04696,Lisa,Owens,tharris@miller.com,001-416-993-7697x08632,South Jeffery,MT,47237,2022-04-08,3,240.19,Yes,25,2022,4,Low Value
D04697,James,Hernandez,sprice@jordan.biz,001-567-584-9319,Lake Tinatown,NV,84716,2022-04-12,11,17908.87,Yes,16,2022,4,High Value
D04698,Nathaniel,Levy,christophertorres@hotmail.com,436.271.4172x2283,Jacksonberg,ID,9220,2024-08-02,25,8624.07,No,85,2024,8,Medium Value
D04699,Katherine,Hanson,nathan68@gmail.com,4867828853,Loritown,WI,40079,2024-03-23,4,19670.58,No,13,2024,3,High Value
D04700,Melissa,Beck,websterbrandy@gmail.com,838.149.6234x0216,West Christopher,NE,93396,2023-07-05,5,8486.63,No,52,2023,7,Medium Value
D04701,Daniel,Torres,yhaynes@hotmail.com,667-193-4298x624,Colinmouth,OK,31210,2022-06-26,1,20486.96,Yes,36,2022,6,High Value
D04702,Brian,Roberts,lwilliamson@rich-norman.com,-3812,West Jerome,IA,31017,2024-02-12,27,3284.84,No,72,2024,2,Low Value
D04703,Stacy,Marsh,jamescampbell@allen.net,001-115-235-7814x81802,Sarahport,OK,66553,2022-12-05,28,4350.86,Yes,44,2022,12,Low Value
D04704,Sara,Smith,stanleypaul@nguyen.com,5405827991,Collinsville,DE,32625,2023-11-28,29,8535.1,Yes,83,2023,11,Medium Value
D04705,Misty,Williams,greenandrew@yahoo.com,041-869-0563x804,Lake Ann,NC,9762,2022-06-30,18,10224.01,No,47,2022,6,Medium Value
D04706,Lori,Campbell,bhickman@turner.com,455252654,Christopherfort,VT,8856,2024-11-06,12,8730.6,No,80,2024,11,Medium Value
D04707,Alexander,Watkins,rojassteven@yahoo.com,(067)926-8883x3458,Coreyside,TX,12203,2023-05-13,13,19095.9,Yes,76,2023,5,High Value
D04708,Heather,Brown,gharris@gmail.com,9696309567,Hectorhaven,AL,6133,2022-04-08,9,2441.85,Yes,20,2022,4,Low Value
D04709,Daniel,Torres,tashawashington@hotmail.com,(503)764-7891x339,Underwoodfort,NH,77039,2024-01-06,2,8793.4,No,18,2024,1,Medium Value
D04710,Shannon,Jordan,jamesandrade@elliott.com,746286911,New Glenn,CT,15991,2024-08-14,5,20934.26,Yes,54,2024,8,High Value
D04711,Andrew,Keller,steven07@garcia-schwartz.biz,5068358776,Westmouth,AK,43387,2024-09-13,13,1688.59,No,12,2024,9,Low Value
D04712,Jason,Smith,smithwilliam@walter.com,(316)198-6405x3767,East Anthony,GA,98314,2022-05-23,16,23559.74,No,25,2022,5,High Value
D04713,Amanda,King,rrose@gmail.com,4151061252,North Scottmouth,OK,65011,2024-11-30,16,24658.19,No,60,2024,11,High Value
D04714,James,Bell,kstephens@smith-gray.biz,6057993412,Lake Kennethville,HI,16439,2023-09-20,24,2232.43,Yes,75,2023,9,Low Value
D04715,Alexandra,Campbell,tomwilliams@glenn.com,488-514-5795,Samanthafort,WY,4661,2025-03-12,3,7295.99,Yes,86,2025,3,Medium Value
D04716,Jonathan,Trevino,wesley06@hotmail.com,(056)073-7711x8824,Leeshire,KY,27614,2022-10-28,22,9322.57,No,34,2022,10,Medium Value
D04717,Timothy,Ortega,kcarlson@mitchell.info,(051)253-2206,East Franceston,NY,5644,2023-10-06,4,19414.26,No,13,2023,10,High Value
D04718,Jessica,Mack,robinsonblake@gmail.com,+1-194-173-7144x2140,Mooreborough,FL,5002,2024-08-13,11,14906.25,Yes,38,2024,8,Medium Value
D04719,Donald,Moore,angelica09@sloan.com,(092)102-8348,Williamshaven,MA,1119,2024-02-27,23,16116.26,Yes,12,2024,2,High Value
D04720,Holly,Miller,raymondlauren@yahoo.com,(355)775-4372x95412,Justinmouth,HI,7999,2024-08-25,26,18942.6,Yes,36,2024,8,High Value
D04721,Andrew,Nelson,jonathanmccullough@ryan-hardin.info,211-169-7366x54080,Sherryview,NJ,16665,2023-04-14,14,2967.12,No,28,2023,4,Low Value
D04722,Brandy,Ferrell,gbrown@jones.com,4386526841,Michaelmouth,AK,66734,2023-07-30,29,20833.57,No,91,2023,7,High Value
D04723,Elizabeth,Gonzalez,aadkins@yahoo.com,-1899,North Jamie,DC,7598,2023-06-21,3,17646.38,No,39,2023,6,High Value
D04724,Bradley,Richards,sandra99@reid-torres.com,-6505,East Sierra,MS,63393,2023-03-07,16,14442.0,No,77,2023,3,Medium Value
D04725,George,Miller,wilkinsonjason@hotmail.com,666-330-8025x43731,Christopherburgh,WV,50526,2024-03-28,22,22245.59,No,43,2024,3,High Value
D04726,Justin,Robinson,janice37@martinez.net,(769)875-1464x6062,Currystad,NE,36536,2023-06-10,15,17513.65,No,91,2023,6,High Value
D04727,Kristina,Kennedy,mitchellpaula@yahoo.com,104-828-0174x54696,West Larry,WA,84120,2023-12-17,28,5058.47,Yes,31,2023,12,Low Value
D04728,Christine,Gomez,ofernandez@gmail.com,(264)897-3012x3199,Williamport,WV,19124,2023-11-19,10,10755.04,Yes,2,2023,11,Medium Value
D04729,Brian,Cain,egonzalez@cardenas-dudley.com,(662)697-9553x606,Marquezside,ME,43621,2024-03-08,9,12361.19,Yes,82,2024,3,Medium Value
D04730,Diana,Walsh,paul24@yahoo.com,962-197-6588x608,North Gloria,IA,5330,2024-07-26,11,1399.34,No,90,2024,7,Low Value
D04731,Alan,Henderson,john17@hotmail.com,251-133-9897,Kennedyberg,VT,98500,2024-01-08,16,23866.85,No,42,2024,1,High Value
D04732,Paul,Rasmussen,zperez@bell.info,270.941.6840x6157,Lake Timothy,WA,69968,2023-03-29,10,3231.86,No,31,2023,3,Low Value
D04733,Joseph,Garcia,htaylor@yahoo.com,+1-363-561-9062x83600,West Williamland,SC,83800,2022-08-24,17,17442.58,Yes,61,2022,8,High Value
D04734,Melissa,Green,tmeyer@king-smith.com,(511)680-3141x3759,Port Jacobfort,WY,3648,2022-11-28,19,12665.65,Yes,56,2022,11,Medium Value
D04735,Donna,Turner,acole@yahoo.com,(612)640-4079,Brownfort,CA,42818,2022-04-28,2,660.29,Yes,86,2022,4,Low Value
D04736,Michelle,Collins,greenehelen@bates.com,-5603,New Kristamouth,NJ,86031,2024-11-27,24,23120.19,No,100,2024,11,High Value
D04737,Andrew,Elliott,elizabeth42@yahoo.com,+1-264-207-1211x387,West Oscarburgh,ID,93891,2025-02-09,23,21298.88,Yes,83,2025,2,High Value
D04738,Michelle,Shelton,lmorales@hotmail.com,270-839-7153,Lake Emilyland,MA,86756,2025-02-14,2,13115.96,Yes,14,2025,2,Medium Value
D04739,Debra,Morris,mcknightfernando@fisher.com,001-487-134-0839x75713,Byrdshire,MN,13611,2023-05-07,6,5738.98,No,14,2023,5,Low Value
D04740,Jerry,Lane,veronica41@black.com,001-495-522-5765x007,Shieldsville,NY,17764,2024-06-22,19,3058.14,Yes,29,2024,6,Low Value
D04741,Oscar,Vega,veronicajensen@gmail.com,491-422-3471x905,North Amanda,OR,4738,2024-08-16,8,9097.54,No,81,2024,8,Medium Value
D04742,Tiffany,Gonzalez,ericlucas@yahoo.com,417.932.1544x098,Andrewton,NM,70139,2024-03-23,26,6400.6,Yes,50,2024,3,Low Value
D04743,Cory,Taylor,alopez@yahoo.com,418.261.9989x0526,Lake Helen,MT,72425,2024-01-26,29,12677.15,No,50,2024,1,Medium Value
D04744,Leslie,Spencer,perezrichard@adams-spencer.net,001-814-887-1069,Katelynville,NJ,14906,2024-05-15,3,24160.9,No,63,2024,5,High Value
D04745,Michelle,Turner,tracyhowe@hotmail.com,625-146-5892x69631,Ryanstad,WV,76488,2024-04-29,26,14382.34,No,73,2024,4,Medium Value
D04746,Amanda,Miller,robertcastillo@hotmail.com,771.813.0612x126,Port Monicafort,LA,4271,2023-08-03,14,22250.48,No,65,2023,8,High Value
D04747,Jacob,Knight,hollandanthony@hotmail.com,342.319.6600x58749,South Brandyfort,NM,95305,2023-05-26,25,16278.95,No,68,2023,5,High Value
D04748,Vincent,Fuller,lynngutierrez@wyatt-fields.com,+1-945-311-0290x3668,Parkerhaven,CA,62184,2024-03-06,16,11891.66,No,71,2024,3,Medium Value
D04749,Stephen,Gardner,mitchellkrista@hotmail.com,074-198-3877x318,Kennethtown,FL,57979,2023-04-12,1,21368.1,No,11,2023,4,High Value
D04750,Sara,Bennett,williamsdaniel@kelly-wade.com,987.811.1327x8582,South Brandonmouth,VA,52338,2023-03-20,21,11794.78,No,14,2023,3,Medium Value
D04751,Andrew,Liu,sherri30@gmail.com,062-612-6240,Rebeccaborough,NE,7181,2024-10-25,3,21718.33,Yes,83,2024,10,High Value
D04752,John,Kim,rdyer@anderson-moss.info,926.026.2498x72495,Elizabethport,TX,23725,2025-02-28,22,7303.59,No,3,2025,2,Medium Value
D04753,Alyssa,Taylor,lindasmith@hotmail.com,069.530.2033x15413,Navarroberg,NM,67280,2022-03-25,26,3237.75,Yes,8,2022,3,Low Value
D04754,Matthew,Ramos,lorianderson@hotmail.com,001-385-037-9703,Wallacefurt,WY,47428,2023-01-24,18,21385.76,No,93,2023,1,High Value
D04755,Phillip,Edwards,brianayala@gmail.com,491-575-1404x44537,Joseville,GA,3665,2024-02-26,9,14693.63,No,43,2024,2,Medium Value
D04756,Eric,Donovan,jenkinsrandy@hudson-rodriguez.info,(006)773-3066x5562,North Rachel,NC,49116,2024-07-18,6,22229.53,No,9,2024,7,High Value
D04757,Michael,Marquez,epotter@cervantes.com,261-371-6403,South Michael,SD,48965,2023-05-29,23,23446.92,Yes,19,2023,5,High Value
D04758,Michael,Mcdonald,fowlermichael@gmail.com,(487)357-0007,Lake Timothy,OK,97758,2023-05-30,21,1359.64,No,12,2023,5,Low Value
D04759,Colleen,Patterson,gregory76@yahoo.com,169-174-1878,Aprilmouth,CT,47158,2022-07-24,25,12534.21,Yes,27,2022,7,Medium Value
D04760,Joel,Fisher,marilyn46@taylor-jordan.com,(148)731-4601x04757,Kellyberg,MI,87012,2022-08-28,1,9386.61,No,58,2022,8,Medium Value
D04761,Tiffany,Jenkins,teresa47@powers-baker.com,(314)301-7110x658,Michaelborough,IN,66973,2024-01-03,21,15653.94,Yes,25,2024,1,High Value
D04762,Walter,Johnson,moorenathaniel@hotmail.com,852.772.8289,Ryanstad,MO,6555,2022-09-22,27,19843.91,No,45,2022,9,High Value
D04763,Lisa,Hansen,jenniferhaas@hotmail.com,585.512.2449x4887,West Jason,NV,76808,2022-09-09,10,7029.14,Yes,48,2022,9,Medium Value
D04764,Connie,Bernard,michael87@yahoo.com,9346744846,Sallytown,AL,12680,2023-03-30,27,13928.82,Yes,50,2023,3,Medium Value
D04765,Natasha,Fisher,greenchad@keith-martin.net,+1-093-636-6205x704,Maybury,CA,87211,2022-06-11,6,17724.04,No,81,2022,6,High Value
D04766,Pamela,Campos,brandonatkins@mclean-hill.com,(787)711-2781,Port Seth,NJ,66143,2024-01-02,23,3378.09,No,44,2024,1,Low Value
D04767,Lisa,Gilbert,courtneydavies@moyer.com,(131)688-8139x9017,East Alexandra,MN,51220,2024-04-03,12,20355.39,Yes,59,2024,4,High Value
D04768,Anthony,Turner,kimberlyhester@park.biz,556.657.2007x12081,Frenchland,AL,18461,2023-07-25,4,15160.62,No,33,2023,7,High Value
D04769,Angela,Sanchez,natalie04@yahoo.com,324.125.4960,North Matthewchester,FL,23159,2022-09-18,28,23739.45,Yes,78,2022,9,High Value
D04770,Joshua,Hunt,josefields@yahoo.com,334-853-6819,Port Matthewport,NC,29364,2022-10-27,13,8501.43,No,28,2022,10,Medium Value
D04771,Edward,Martinez,yhernandez@hotmail.com,001-098-776-7496x71947,Josephview,AR,18012,2022-08-03,17,2721.49,No,18,2022,8,Low Value
D04772,Penny,Daniels,curtis06@burton-sparks.com,250-937-0091,Smithbury,NH,77930,2024-06-26,27,12672.4,Yes,55,2024,6,Medium Value
D04773,Diane,Cunningham,carlsonscott@carter-thompson.net,165-377-5462,Lake Tyler,CA,93707,2024-10-28,8,2163.55,No,33,2024,10,Low Value
D04774,Christopher,Carter,cameronfields@martinez.com,-3407,North Mario,FL,39118,2023-05-23,26,24238.77,Yes,15,2023,5,High Value
D04775,Patrick,Campos,william97@gmail.com,(775)729-8540x71499,East Marcus,SC,56392,2023-01-12,20,986.35,No,61,2023,1,Low Value
D04776,Susan,Long,zachary10@day-harrison.org,001-189-162-1529x3823,West Angela,AR,65234,2024-07-27,3,18842.53,No,11,2024,7,High Value
D04777,Cheyenne,Powell,katie84@baker.biz,+1-141-046-8715x61220,East Masonmouth,CA,53595,2024-12-13,12,13137.06,No,36,2024,12,Medium Value
D04778,Connie,Smith,curtisvictoria@gmail.com,(671)555-6504x67655,Sandovalside,WV,53562,2023-04-30,7,9228.14,Yes,15,2023,4,Medium Value
D04779,Jeremy,Aguirre,samanthahill@hotmail.com,5605723647,South Denise,ND,87711,2024-09-23,12,1664.74,Yes,53,2024,9,Low Value
D04780,John,Golden,palmerandrew@hotmail.com,830-929-0767x1462,Port Rebecca,HI,70025,2024-03-08,2,15561.73,Yes,62,2024,3,High Value
D04781,Eric,Stevens,casejohn@bishop-carter.com,511.822.2488,Port Brent,KY,61453,2022-04-15,24,14638.8,No,48,2022,4,Medium Value
D04782,Tara,Brown,melody90@hotmail.com,581-952-7711x3151,Smithmouth,NJ,40044,2022-10-13,14,7036.46,No,94,2022,10,Medium Value
D04783,Renee,Brown,wendychandler@gmail.com,001-767-882-3551x3532,North Elizabeth,WI,77122,2023-04-24,22,22757.34,No,15,2023,4,High Value
D04784,Mark,Gallegos,charlesgarcia@white.com,592.351.9940x380,South Andreafurt,DC,52070,2023-11-12,23,7616.67,No,63,2023,11,Medium Value
D04785,Amy,Santos,floresjose@villegas-wagner.com,+1-787-851-4538x852,North Ellentown,PA,90000,2022-05-12,5,11254.14,Yes,87,2022,5,Medium Value
D04786,Jamie,Cook,dwilliams@yahoo.com,386.647.0986x36794,Angelafort,WY,90128,2022-08-30,9,13603.19,Yes,43,2022,8,Medium Value
D04787,Dillon,Davis,xjohnson@griffith.biz,395.956.4223,Lake Douglasshire,LA,9671,2023-02-20,21,2523.79,Yes,50,2023,2,Low Value
D04788,Amber,Roberts,scottwhite@reeves-russo.com,449-081-7225,Erikberg,ME,46989,2023-10-18,11,23305.4,Yes,60,2023,10,High Value
D04789,Lauren,Olson,jcook@rosario.org,039.727.8196x23649,Lake Clinton,UT,33637,2023-02-26,5,9375.91,Yes,59,2023,2,Medium Value
D04790,Michelle,Rivera,joanne07@howell.com,691-757-8401x36622,Catherineland,VA,4306,2023-07-03,3,2037.86,No,15,2023,7,Low Value
D04791,Kyle,Brown,vsimpson@gmail.com,6336066027,Peterstad,VT,46746,2023-10-22,27,9694.53,Yes,29,2023,10,Medium Value
D04792,Janet,Yang,mhouston@knight-rodriguez.net,945-425-3379x80530,South Robert,NH,65186,2025-01-28,17,15013.06,Yes,75,2025,1,High Value
D04793,Alexandria,Craig,joshua19@hotmail.com,+1-816-957-8723x0744,Sarahtown,DC,16898,2022-12-21,2,12851.04,No,82,2022,12,Medium Value
D04794,Derek,Stevenson,shaun92@martin.com,983-051-2206x38707,North Jesse,NM,27026,2024-10-14,24,17369.66,Yes,40,2024,10,High Value
D04795,Wendy,Brown,wpratt@stewart.org,+1-815-921-8169x77525,Lake Jason,MD,63045,2023-05-13,1,1405.99,No,31,2023,5,Low Value
D04796,Theresa,Harris,timothycampbell@hotmail.com,+1-746-415-7480x8663,West Andrew,DC,40165,2024-11-01,7,7127.82,Yes,73,2024,11,Medium Value
D04797,Dustin,Thomas,wardmartin@gmail.com,648-959-3536,Julieview,CO,72625,2024-05-01,14,20484.38,No,86,2024,5,High Value
D04798,Sarah,Yang,chadholland@everett.com,038-748-7164,North Paul,AK,45910,2023-08-04,5,2015.74,No,11,2023,8,Low Value
D04799,Sally,Simpson,yrivera@gmail.com,569-020-0533x1640,Melanieland,NY,27740,2024-08-16,19,21390.04,Yes,81,2024,8,High Value
D04800,Lonnie,Walker,villarrealnoah@hotmail.com,001-079-658-9149x765,Port Kimberly,WV,9072,2023-02-24,28,2315.56,No,97,2023,2,Low Value
